PROPERTY TYPE,CITY,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,SQUARE FEET,ELEMENTARY_SCHOOL_RATING,MIDDLE_SCHOOL_RATING,HIGH_SCHOOL_RATING,PRICE_PR_SQFT,REDFIN_ESTIMATE,EST_MONTHLY_PAY,PRICE_HISTORY1_PRICE,PRICE_HISTORY2_PRICE,PRICE_HISTORY3_PRICE
Single Family Residential,Oakland,94606,599000,3.0,2.5,1315.0,7.0,7.0,4.0,456.0,623296.0,4235.0,599000.0,,
Single Family Residential,Oakland,94621,450000,2.0,1.0,1032.0,2.0,,1.0,436.0,450122.0,3182.0,450000.0,,
Multi-Family (2-4 Unit),Emeryville,94608,1150000,8.0,,2102.0,,,4.0,547.0,1149149.0,8131.0,1150000.0,,995000.0
Single Family Residential,Oakland,94605,809999,2.0,1.0,996.0,2.0,1.0,1.0,813.0,811050.0,5727.0,,,
Single Family Residential,Oakland,94605,1188000,4.0,3.5,2898.0,2.0,2.0,5.0,410.0,1187133.0,8400.0,1188000.0,,
Single Family Residential,Oakland,94602,1495000,3.0,2.5,2237.0,7.0,5.0,5.0,668.0,,10571.0,1495000.0,,749000.0
Single Family Residential,Piedmont,94611,2695000,4.0,4.0,3265.0,,9.0,10.0,825.0,2701447.0,19055.0,2695000.0,,
Multi-Family (2-4 Unit),Oakland,94605,749000,2.0,,1668.0,2.0,1.0,1.0,449.0,757103.0,5296.0,749000.0,,
Single Family Residential,Oakland,94610,1925000,4.0,2.5,2656.0,8.0,7.0,4.0,725.0,1987533.0,13630.0,1925000.0,,
Condo/Co-op,Oakland,94605,499999,2.0,2.0,1123.0,2.0,1.0,5.0,445.0,500932.0,4194.0,499999.0,,
Single Family Residential,Oakland,94611,1250000,3.0,2.0,2151.0,8.0,5.0,5.0,581.0,1243160.0,8838.0,1250000.0,,
Single Family Residential,Oakland,94619,725000,3.0,1.0,1158.0,3.0,,5.0,626.0,732857.0,5126.0,725000.0,,
Single Family Residential,Emeryville,94608,1488000,4.0,3.0,1923.0,4.0,7.0,6.0,774.0,1494971.0,10521.0,1488000.0,,
Single Family Residential,Oakland,94605,685000,3.0,2.0,1118.0,2.0,1.0,1.0,613.0,684361.0,4843.0,685000.0,,569000.0
Single Family Residential,Oakland,94618,1350000,2.0,1.0,1441.0,,7.0,6.0,937.0,1352156.0,9545.0,1350000.0,,
Single Family Residential,Oakland,94605,898000,4.0,4.5,2532.0,2.0,1.0,1.0,355.0,900252.0,6349.0,898000.0,898000.0,
Single Family Residential,Oakland,94602,1149000,3.0,2.0,1577.0,7.0,7.0,4.0,729.0,1308963.0,8124.0,1149000.0,,829000.0
Single Family Residential,Oakland,94611,1295000,4.0,2.0,1543.0,8.0,5.0,5.0,839.0,1331574.0,9156.0,1295000.0,,269000.0
Single Family Residential,Oakland,94621,579000,3.0,2.0,1170.0,,,1.0,495.0,579414.0,4094.0,579000.0,,449000.0
Condo/Co-op,Oakland,94608,580000,1.0,1.0,952.0,2.0,3.0,2.0,609.0,,4639.0,580000.0,,475000.0
Vacant Land,Oakland,94619,750000,,,188566.0,2.0,2.0,5.0,4.0,749127.0,5303.0,750000.0,,
Single Family Residential,Oakland,94621,435000,2.0,1.0,990.0,2.0,,1.0,439.0,435759.0,3076.0,435000.0,,
Condo/Co-op,Oakland,94607,599000,2.0,1.0,737.0,8.0,3.0,6.0,813.0,597209.0,4737.0,599000.0,,
Single Family Residential,Oakland,94608,565000,2.0,1.0,860.0,4.0,7.0,6.0,657.0,582660.0,3995.0,565000.0,,
Single Family Residential,Oakland,94611,1095000,3.0,2.0,1849.0,7.0,5.0,5.0,592.0,1395466.0,7742.0,1095000.0,,
Single Family Residential,Oakland,94601,595000,2.0,1.0,1019.0,2.0,4.0,1.0,584.0,592718.0,4207.0,595000.0,,
Multi-Family (5+ Unit),Oakland,94612,4400000,13.0,22.0,13601.0,,3.0,2.0,324.0,,31111.0,4400000.0,,
Single Family Residential,Oakland,94608,1598000,7.0,5.0,2400.0,4.0,7.0,6.0,666.0,1591777.0,11299.0,1598000.0,,
Single Family Residential,Oakland,94610,1895000,6.0,4.0,3721.0,8.0,7.0,4.0,509.0,,13418.0,1895000.0,,1595000.0
Condo/Co-op,Oakland,94603,524888,2.0,2.0,885.0,2.0,2.0,1.0,593.0,527240.0,4123.0,524888.0,,144900.0
Single Family Residential,Oakland,94602,795000,2.0,1.0,1342.0,2.0,,1.0,592.0,797686.0,5621.0,795000.0,,
Multi-Family (2-4 Unit),Oakland,94606,635000,2.0,,1413.0,2.0,4.0,4.0,449.0,636671.0,4490.0,635000.0,,298000.0
Single Family Residential,Oakland,94619,848000,2.0,2.0,1063.0,4.0,1.0,1.0,798.0,942883.0,5996.0,848000.0,,
Single Family Residential,Oakland,94609,1525000,4.0,2.0,2125.0,7.0,7.0,6.0,718.0,1541578.0,10783.0,1525000.0,,
Single Family Residential,Oakland,94621,469000,2.0,1.0,800.0,2.0,,1.0,586.0,469835.0,3316.0,469000.0,,
Single Family Residential,Oakland,94605,1195000,5.0,3.0,3242.0,2.0,2.0,5.0,369.0,1237140.0,8449.0,1195000.0,,
Multi-Family (2-4 Unit),Oakland,94605,1187500,5.0,,1794.0,2.0,1.0,1.0,662.0,1180559.0,8326.0,1187500.0,,
Multi-Family (2-4 Unit),Oakland,94601,849000,8.0,4.0,2759.0,3.0,3.0,1.0,308.0,849886.0,6003.0,849000.0,,798000.0
Single Family Residential,Oakland,94609,1095000,3.0,2.0,1778.0,4.0,3.0,6.0,616.0,1113176.0,7742.0,1095000.0,,861999.0
Vacant Land,Oakland,94611,399000,,,7266.0,8.0,5.0,5.0,55.0,398645.0,2821.0,399000.0,,249000.0
Single Family Residential,Oakland,94611,1495000,4.0,6.0,2882.0,4.0,3.0,6.0,519.0,1563023.0,10571.0,1495000.0,,
Single Family Residential,Oakland,94608,1095000,3.0,2.0,1653.0,4.0,7.0,6.0,662.0,1312889.0,7742.0,1095000.0,,1295000.0
Single Family Residential,Oakland,94618,1295000,3.0,2.0,2131.0,,,5.0,608.0,1452797.0,9156.0,1295000.0,,
Single Family Residential,Oakland,94619,1265000,3.0,2.0,1400.0,4.0,5.0,5.0,904.0,1279803.0,8944.0,1265000.0,,879000.0
Single Family Residential,Oakland,94608,799000,4.0,2.0,2176.0,4.0,3.0,2.0,367.0,847828.0,5649.0,799000.0,799000.0,
Condo/Co-op,Oakland,94611,429000,1.0,1.0,695.0,4.0,3.0,6.0,617.0,432222.0,3493.0,429000.0,,315000.0
Multi-Family (5+ Unit),Oakland,94610,14200000,,,50510.0,4.0,3.0,6.0,281.0,,100403.0,14200000.0,,
Single Family Residential,Oakland,94609,995000,2.0,1.0,1080.0,4.0,7.0,6.0,921.0,,7035.0,995000.0,,849000.0
Single Family Residential,Oakland,94608,1199000,3.0,2.0,1311.0,4.0,7.0,6.0,915.0,1252437.0,8478.0,1199000.0,,899000.0
Single Family Residential,Oakland,94618,1750000,4.0,2.5,3115.0,,7.0,6.0,562.0,1913748.0,12374.0,1750000.0,,
Condo/Co-op,Emeryville,94608,599000,2.0,1.5,1176.0,,,4.0,509.0,600366.0,4830.0,599000.0,,
Single Family Residential,Berkeley,94705,1825000,4.0,3.5,3809.0,8.0,7.0,6.0,479.0,,12904.0,1825000.0,,
Condo/Co-op,Dublin,94568,945000,2.0,2.5,1514.0,10.0,9.0,8.0,624.0,958472.0,7069.0,945000.0,,
Single Family Residential,Dublin,94568,1699888,5.0,4.0,2828.0,7.0,7.0,8.0,601.0,,12194.0,1699888.0,1748888.0,
Townhouse,Dublin,94568,1300000,4.0,3.0,2745.0,7.0,7.0,8.0,474.0,,9557.0,1300000.0,,
Condo/Co-op,Dublin,94568,1350000,4.0,3.5,2128.0,7.0,7.0,8.0,634.0,1344445.0,9925.0,1350000.0,,
Single Family Residential,Dublin,94568,1400000,4.0,2.0,1936.0,8.0,7.0,8.0,723.0,1641122.0,9899.0,1400000.0,14000000.0,
Single Family Residential,Dublin,94568,2098000,4.0,3.0,2820.0,8.0,7.0,8.0,744.0,2097341.0,14857.0,2098000.0,,
Townhouse,Dublin,94568,1250000,4.0,3.5,1848.0,7.0,7.0,8.0,676.0,1258540.0,9027.0,1250000.0,,
Condo/Co-op,Dublin,94568,1198000,4.0,3.5,1879.0,9.0,9.0,8.0,638.0,1203843.0,8716.0,1198000.0,,
Condo/Co-op,Dublin,94568,930000,3.0,2.5,1387.0,8.0,7.0,8.0,671.0,946820.0,6926.0,930000.0,,725000.0
Condo/Co-op,Dublin,94568,898000,2.0,2.5,1493.0,9.0,9.0,8.0,601.0,903868.0,6858.0,898000.0,,
Townhouse,Dublin,94568,898900,2.0,2.5,1634.0,9.0,9.0,8.0,550.0,951900.0,6606.0,898900.0,,799000.0
Condo/Co-op,Dublin,94568,390457,1.0,1.0,840.0,9.0,9.0,8.0,465.0,396428.0,3144.0,390457.0,,245000.0
Condo/Co-op,Dublin,94568,679000,1.0,1.0,950.0,7.0,7.0,8.0,715.0,699954.0,5195.0,,679000.0,
Single Family Residential,Dublin,94568,1739000,4.0,3.0,2250.0,8.0,7.0,8.0,773.0,1782501.0,12296.0,1739000.0,,795000.0
Single Family Residential,Dublin,94568,1269000,3.0,2.0,1268.0,8.0,7.0,8.0,1001.0,1325831.0,8973.0,1269000.0,,
Condo/Co-op,Dublin,94568,999999,3.0,2.5,1240.0,7.0,7.0,8.0,806.0,1003954.0,7071.0,,,
Single Family Residential,Dublin,94568,1499999,3.0,3.0,2368.0,9.0,9.0,8.0,633.0,1518557.0,10814.0,1499999.0,,
Single Family Residential,Dublin,94568,2118000,4.0,3.5,3604.0,8.0,7.0,8.0,588.0,2101566.0,15098.0,2118000.0,,1220000.0
Condo/Co-op,San Ramon,94583,483888,2.0,1.0,780.0,8.0,9.0,8.0,620.0,482319.0,3964.0,483888.0,,
Single Family Residential,Dublin,94568,1250000,3.0,2.0,1760.0,8.0,7.0,8.0,710.0,1311676.0,8838.0,1250000.0,1300000.0,
Single Family Residential,Dublin,94568,2581189,4.0,4.5,3788.0,8.0,7.0,8.0,681.0,2554106.0,18351.0,2581189.0,2628777.0,
Townhouse,Pleasanton,94588,798950,3.0,1.5,1242.0,8.0,8.0,9.0,643.0,804108.0,5879.0,798950.0,,471000.0
Single Family Residential,San Ramon,94583,1399000,4.0,2.0,1889.0,8.0,9.0,8.0,741.0,1370710.0,9892.0,,1399000.0,1450000.0
Single Family Residential,Dublin,94568,2178000,5.0,3.0,2941.0,8.0,7.0,8.0,741.0,2159485.0,15470.0,2178000.0,2250000.0,2288000.0
Single Family Residential,Dublin,94568,2570000,4.0,3.0,3729.0,8.0,7.0,8.0,689.0,2521724.0,18246.0,2570000.0,2650000.0,
Townhouse,San Ramon,94583,539900,2.0,1.0,780.0,8.0,9.0,8.0,692.0,535960.0,4359.0,539900.0,,359000.0
Single Family Residential,Dublin,94568,1475000,4.0,3.0,2031.0,8.0,7.0,8.0,726.0,1530191.0,10429.0,,549000.0,
Townhouse,Dublin,94568,910000,2.0,2.5,1493.0,9.0,9.0,8.0,595.0,888269.0,,,,
Condo/Co-op,Dublin,94568,974900,3.0,3.5,1634.0,9.0,9.0,8.0,597.0,969123.0,7143.0,,974900.0,
Single Family Residential,Dublin,94568,1674777,5.0,2.5,3100.0,8.0,7.0,8.0,540.0,1673481.0,11865.0,1674777.0,1699777.0,1650000.0
Townhouse,Dublin,94568,1480000,4.0,3.5,3012.0,9.0,9.0,8.0,491.0,1429355.0,10465.0,,1430000.0,
Single Family Residential,Dublin,94568,1299000,4.0,3.5,2166.0,8.0,7.0,8.0,600.0,1301575.0,9338.0,1299000.0,1388000.0,
Townhouse,San Ramon,94583,487500,2.0,1.0,780.0,8.0,9.0,8.0,625.0,483785.0,3980.0,487500.0,499000.0,
Mobile/Manufactured Home,Dublin,94568,225000,3.0,2.0,1835.0,8.0,7.0,8.0,123.0,221230.0,1591.0,225000.0,,
Condo/Co-op,Dublin,94568,1180000,3.0,3.5,1962.0,10.0,9.0,8.0,601.0,1165453.0,8733.0,1180000.0,,808256.0
Condo/Co-op,Dublin,94568,1370000,4.0,2.5,2250.0,9.0,9.0,8.0,609.0,1314182.0,9937.0,,,
Multi-Family (2-4 Unit),Dublin,94568,1132263,4.0,3.5,2254.0,7.0,7.0,8.0,502.0,1130422.0,8006.0,,,
Single Family Residential,Dublin,94568,1548880,4.0,4.0,2466.0,7.0,7.0,8.0,628.0,1557596.0,10952.0,,,
Single Family Residential,Dublin,94568,1715400,6.0,5.0,3300.0,7.0,7.0,8.0,520.0,1725706.0,12129.0,,,
Single Family Residential,Dublin,94568,1552880,4.0,4.0,2466.0,7.0,7.0,8.0,630.0,1563210.0,10980.0,,,
Multi-Family (2-4 Unit),Dublin,94568,1130650,4.0,3.5,2254.0,7.0,7.0,8.0,502.0,1127768.0,7994.0,,,
Multi-Family (2-4 Unit),Dublin,94568,1291959,4.0,3.5,2456.0,7.0,7.0,8.0,526.0,1281009.0,9135.0,,,
Multi-Family (2-4 Unit),Dublin,94568,1129689,4.0,3.5,2254.0,7.0,7.0,8.0,501.0,1107904.0,7988.0,,,
Single Family Residential,Dublin,94568,1548880,4.0,4.0,2466.0,7.0,7.0,8.0,628.0,1546107.0,10952.0,,,
Single Family Residential,Dublin,94568,1715400,5.0,4.0,2663.0,7.0,7.0,8.0,644.0,,12129.0,,,
Single Family Residential,Dublin,94568,1669880,5.0,4.0,2785.0,7.0,7.0,8.0,600.0,,11807.0,,,
Single Family Residential,Dublin,94568,1355880,4.0,3.5,2773.0,7.0,7.0,8.0,489.0,,9587.0,,,
Single Family Residential,Dublin,94568,1288880,3.0,3.5,2106.0,7.0,7.0,8.0,612.0,,9113.0,,,
Single Family Residential,Dublin,94568,1349880,4.0,3.5,2316.0,7.0,7.0,8.0,583.0,,9544.0,,,
Single Family Residential,Dublin,94568,1355880,4.0,3.5,2756.0,7.0,7.0,8.0,492.0,,9587.0,,,
Single Family Residential,San Francisco,94121,1849000,4.0,2.5,2169.0,8.0,8.0,7.0,852.0,1869808.0,13074.0,,1849000.0,
Single Family Residential,San Francisco,94114,1799000,3.0,2.0,1705.0,8.0,2.0,,1055.0,1788099.0,12720.0,1799000.0,1899000.0,
Condo/Co-op,San Francisco,94131,649000,1.0,1.0,744.0,6.0,5.0,,872.0,646702.0,5277.0,,,649000.0
Condo/Co-op,San Francisco,94105,978000,2.0,2.0,1075.0,5.0,3.0,,910.0,974406.0,8007.0,978000.0,,
Vacant Land,San Francisco,94110,750000,,,,3.0,3.0,,,735678.0,5303.0,750000.0,,
Condo/Co-op,San Francisco,94105,1985000,2.0,2.5,1586.0,5.0,3.0,,1252.0,1944964.0,15110.0,1985000.0,2050000.0,
Condo/Co-op,San Francisco,94110,750000,1.0,2.0,955.0,5.0,7.0,,785.0,754782.0,5899.0,750000.0,780000.0,850000.0
Condo/Co-op,San Francisco,94124,650000,1.0,1.0,736.0,2.0,4.0,4.0,883.0,647228.0,5121.0,650000.0,,699000.0
Condo/Co-op,San Francisco,94114,1198000,2.0,1.5,1243.0,7.0,2.0,,964.0,1194580.0,8471.0,1198000.0,1248000.0,1298000.0
Condo/Co-op,San Francisco,94105,1795000,2.0,2.0,1238.0,5.0,3.0,,1450.0,1784774.0,14041.0,1795000.0,,
Condo/Co-op,San Francisco,94124,1290000,5.0,2.0,1600.0,2.0,4.0,4.0,806.0,1289310.0,10015.0,,,
Multi-Family (2-4 Unit),San Francisco,94123,8750000,6.0,1.0,6713.0,5.0,8.0,,1303.0,,61868.0,8750000.0,8750000.0,
Multi-Family (5+ Unit),San Francisco,94107,2998000,10.0,4.0,2840.0,5.0,3.0,,1056.0,,21198.0,2998000.0,,
Single Family Residential,San Francisco,94116,1200000,3.0,2.0,1338.0,8.0,6.0,7.0,897.0,1307593.0,8485.0,1200000.0,,
Single Family Residential,San Francisco,94116,1300000,2.0,1.0,1025.0,9.0,7.0,10.0,1268.0,1305761.0,9192.0,1300000.0,,
Condo/Co-op,San Francisco,94105,1559000,1.0,1.0,863.0,5.0,3.0,,1806.0,1556403.0,13286.0,1559000.0,,
Multi-Family (2-4 Unit),San Francisco,94110,1795000,5.0,2.0,3208.0,1.0,2.0,2.0,560.0,,12692.0,1795000.0,,
Single Family Residential,San Francisco,94121,2675000,5.0,4.0,2345.0,9.0,8.0,7.0,1141.0,,18914.0,2675000.0,,1298000.0
Single Family Residential,San Francisco,94122,998000,2.0,1.0,1124.0,9.0,8.0,7.0,888.0,1014624.0,7056.0,998000.0,,
Condo/Co-op,San Francisco,94117,1495000,3.0,1.5,1149.0,8.0,2.0,8.0,1301.0,,10896.0,1495000.0,1395000.0,
Single Family Residential,San Francisco,94112,949000,2.0,2.0,,5.0,5.0,5.0,,956888.0,6710.0,949000.0,,
Condo/Co-op,San Francisco,94107,1089000,2.0,2.0,931.0,5.0,3.0,,1089.0,1089137.0,8389.0,1089000.0,,995000.0
Condo/Co-op,San Francisco,94123,2995000,2.0,2.5,1634.0,6.0,6.0,7.0,1833.0,2992523.0,22156.0,2995000.0,,
Condo/Co-op,San Francisco,94103,1395000,3.0,1.5,1738.0,2.0,2.0,2.0,803.0,1409517.0,10257.0,1395000.0,,
Condo/Co-op,San Francisco,94115,619000,1.0,1.0,613.0,5.0,8.0,7.0,1010.0,632496.0,5022.0,619000.0,,459000.0
Multi-Family (5+ Unit),San Francisco,94133,2995000,0.0,,15039.0,7.0,4.0,,199.0,,21177.0,2995000.0,,
Condo/Co-op,San Francisco,94105,1245000,1.0,1.0,830.0,5.0,3.0,,1500.0,,10349.0,1245000.0,,
Single Family Residential,San Francisco,94117,1795000,3.0,3.0,2080.0,8.0,2.0,2.0,863.0,1861424.0,12692.0,1795000.0,,
Single Family Residential,San Francisco,94114,1195000,2.0,1.0,1100.0,8.0,2.0,,1086.0,1287675.0,8449.0,1195000.0,,
Condo/Co-op,San Francisco,94158,1395000,2.0,2.0,1295.0,5.0,3.0,,1077.0,1390499.0,11023.0,1395000.0,,
Condo/Co-op,San Francisco,94123,1349000,2.0,1.0,,6.0,6.0,7.0,,1349320.0,10151.0,1349000.0,,
Condo/Co-op,San Francisco,94114,975000,1.0,1.0,918.0,9.0,8.0,,1062.0,,7892.0,975000.0,,659000.0
Condo/Co-op,San Francisco,94133,699000,2.0,1.0,580.0,9.0,4.0,,1205.0,699790.0,5142.0,699000.0,,
Condo/Co-op,San Francisco,94117,1995000,3.0,2.0,1848.0,7.0,8.0,8.0,1080.0,2008379.0,14356.0,1995000.0,,
Single Family Residential,San Francisco,94115,14995000,5.0,5.0,8179.0,5.0,8.0,,1833.0,,106024.0,14995000.0,,8900000.0
Condo/Co-op,San Francisco,94109,995000,2.0,2.0,983.0,6.0,6.0,7.0,1012.0,995811.0,7795.0,995000.0,,
Single Family Residential,San Francisco,94110,1995000,3.0,3.5,,3.0,3.0,1.0,,2011966.0,14106.0,1995000.0,,
Condo/Co-op,San Francisco,94114,950000,1.0,1.0,766.0,9.0,8.0,,1240.0,,7676.0,950000.0,,509000.0
Multi-Family (2-4 Unit),San Francisco,94110,2397000,5.0,3.0,3689.0,7.0,3.0,2.0,650.0,2356479.0,17161.0,2397000.0,,2160000.0
Condo/Co-op,San Francisco,94133,3195000,2.0,2.0,1790.0,9.0,4.0,,1785.0,3184461.0,21856.0,,3195000.0,
Multi-Family (2-4 Unit),San Francisco,94131,2195000,4.0,4.0,2660.0,6.0,5.0,,825.0,,15520.0,2195000.0,,
Condo/Co-op,San Francisco,94118,2695000,5.0,2.0,2509.0,9.0,8.0,8.0,1074.0,2703789.0,19055.0,2695000.0,,2495000.0
Condo/Co-op,San Francisco,94107,1295000,3.0,2.0,1680.0,6.0,6.0,,771.0,,10070.0,1295000.0,,
Condo/Co-op,San Francisco,94114,925000,1.0,1.0,,7.0,3.0,,907.0,925747.0,6755.0,925000.0,,799000.0
Multi-Family (2-4 Unit),San Francisco,94117,3250000,5.0,5.0,5218.0,8.0,2.0,8.0,623.0,3166875.0,22980.0,3250000.0,,
Condo/Co-op,San Francisco,94109,675000,1.0,1.0,676.0,9.0,4.0,7.0,999.0,,5622.0,675000.0,675000000.0,574000.0
Condo/Co-op,San Francisco,94118,700000,1.0,1.0,680.0,9.0,8.0,8.0,1029.0,,5799.0,700000.0,,750000.0
Single Family Residential,San Francisco,94127,1995000,3.0,2.5,2070.0,6.0,5.0,,964.0,2047216.0,14283.0,1995000.0,,2195000.0
Townhouse,San Francisco,94131,1329000,3.0,2.5,1763.0,9.0,8.0,,754.0,1336518.0,10597.0,1329000.0,,
Condo/Co-op,San Francisco,94107,995000,2.0,1.0,,5.0,3.0,,,1007618.0,7285.0,995000.0,2140000.0,
Condo/Co-op,San Francisco,94117,1375000,2.0,2.0,,8.0,2.0,,,,10312.0,1375000.0,,
Condo/Co-op,San Francisco,94114,2199000,2.0,2.0,1769.0,7.0,2.0,,1243.0,2187260.0,15882.0,2199000.0,,1738000.0
Single Family Residential,San Francisco,94134,1275000,3.0,2.0,1476.0,5.0,3.0,,864.0,1287265.0,9015.0,1275000.0,,
Condo/Co-op,San Francisco,94107,829000,2.0,2.0,,5.0,3.0,,,,6548.0,829000.0,,899000.0
Single Family Residential,San Francisco,94110,3898000,5.0,4.0,2810.0,3.0,3.0,1.0,1387.0,,27561.0,,4000000.0,
Single Family Residential,San Francisco,94121,5495000,4.0,5.0,,8.0,8.0,,,,39341.0,5495000.0,,1950000.0
Single Family Residential,San Francisco,94110,1295000,2.0,2.0,1456.0,3.0,7.0,,889.0,,9156.0,1295000.0,,
Condo/Co-op,San Francisco,94103,699000,1.0,1.0,650.0,5.0,7.0,2.0,1075.0,697443.0,5542.0,699000.0,,688000.0
Condo/Co-op,San Francisco,94114,1350000,2.0,2.0,1563.0,7.0,2.0,2.0,864.0,1398592.0,10428.0,1350000.0,,
Condo/Co-op,San Francisco,94105,2995000,2.0,2.5,1605.0,5.0,3.0,,1866.0,,24610.0,2995000.0,,
Condo/Co-op,San Francisco,94158,527536,2.0,2.0,992.0,5.0,3.0,,532.0,527303.0,4527.0,527536.0,,
Condo/Co-op,San Francisco,94107,1188000,2.0,2.0,1116.0,5.0,3.0,,1065.0,1192546.0,9672.0,1188000.0,,
Single Family Residential,San Francisco,94114,1325000,2.0,1.0,1028.0,8.0,2.0,,1289.0,1412993.0,9369.0,1325000.0,,289000.0
Condo/Co-op,San Francisco,94117,549000,1.0,1.0,669.0,8.0,2.0,,821.0,574388.0,4359.0,549000.0,,
Condo/Co-op,San Francisco,94117,1249000,3.0,1.5,1421.0,8.0,2.0,,879.0,1266050.0,9318.0,1249000.0,,
Townhouse,San Francisco,94132,1600000,3.0,2.5,2133.0,6.0,5.0,10.0,750.0,1590190.0,11645.0,1600000.0,,1495000.0
Condo/Co-op,San Francisco,94117,1598000,3.0,2.5,1785.0,5.0,3.0,,895.0,1597845.0,11649.0,1598000.0,,1295000.0
Condo/Co-op,San Francisco,94117,950000,1.0,1.0,,7.0,8.0,8.0,,946203.0,7132.0,950000.0,,
Condo/Co-op,San Francisco,94117,1675000,3.0,1.5,1701.0,5.0,3.0,7.0,985.0,1686138.0,11843.0,1675000.0,,
Single Family Residential,San Francisco,94131,975000,2.0,1.0,800.0,5.0,3.0,,1219.0,1064390.0,6981.0,975000.0,,
Single Family Residential,San Francisco,94131,3395000,4.0,4.0,3304.0,5.0,3.0,,1028.0,3411921.0,24005.0,3395000.0,,
Condo/Co-op,San Francisco,94109,898000,2.0,2.0,1003.0,5.0,6.0,,895.0,899757.0,7659.0,898000.0,,
Single Family Residential,San Francisco,94118,2995000,4.0,3.0,2606.0,9.0,8.0,7.0,1149.0,3000889.0,21177.0,2995000.0,,
Single Family Residential,San Francisco,94124,975000,5.0,3.0,2038.0,2.0,4.0,4.0,478.0,983313.0,6894.0,975000.0,,699000.0
Single Family Residential,San Francisco,94112,900000,3.0,1.0,1375.0,5.0,7.0,7.0,655.0,905730.0,6364.0,900000.0,,
Single Family Residential,San Francisco,94112,1198000,3.0,2.0,,5.0,5.0,4.0,,,8471.0,1198000.0,,749000.0
Condo/Co-op,San Francisco,94109,1698000,2.0,2.0,1182.0,9.0,4.0,7.0,1437.0,1671581.0,12709.0,1698000.0,,
Condo/Co-op,San Francisco,94109,1443000,2.0,2.0,994.0,9.0,4.0,7.0,1452.0,1426397.0,10887.0,1443000.0,,
Condo/Co-op,San Francisco,94102,1249000,3.0,2.0,1100.0,5.0,3.0,,1135.0,1251824.0,9267.0,1249000.0,,529900.0
Condo/Co-op,San Francisco,94109,898000,1.0,1.0,732.0,9.0,4.0,7.0,1227.0,898375.0,6959.0,898000.0,,
Multi-Family (2-4 Unit),San Francisco,94114,1549000,5.0,,1772.0,7.0,3.0,,874.0,1559312.0,11090.0,1549000.0,,
Condo/Co-op,San Francisco,94117,1695000,3.0,1.5,2058.0,9.0,8.0,8.0,824.0,1706501.0,12785.0,1695000.0,,
Single Family Residential,San Francisco,94132,1995000,3.0,4.0,2785.0,8.0,7.0,10.0,716.0,2127474.0,14106.0,1995000.0,,
Condo/Co-op,San Francisco,94107,929000,2.0,2.0,1050.0,5.0,3.0,,885.0,934536.0,7565.0,929000.0,,
Multi-Family (5+ Unit),San Francisco,94108,5395000,5.0,4.0,7760.0,9.0,6.0,,695.0,,38146.0,5395000.0,,
Condo/Co-op,San Francisco,94109,599000,1.0,1.0,,5.0,6.0,,,598900.0,4452.0,599000.0,,
Multi-Family (2-4 Unit),San Francisco,94118,2798436,6.0,,4110.0,9.0,8.0,,681.0,2803599.0,20035.0,2798436.0,,
Single Family Residential,San Francisco,94112,950000,4.0,2.0,1725.0,4.0,3.0,5.0,551.0,1172406.0,6717.0,950000.0,,495000.0
Single Family Residential,San Francisco,94115,4545000,4.0,3.5,3090.0,6.0,6.0,7.0,1471.0,4553278.0,32136.0,4545000.0,,
Condo/Co-op,San Francisco,94110,850000,2.0,2.0,,3.0,3.0,2.0,,854182.0,6575.0,850000.0,,
Condo/Co-op,San Francisco,94102,495000,1.0,1.0,,5.0,3.0,,,497078.0,3821.0,495000.0,,
Condo/Co-op,San Francisco,94102,795000,3.0,2.0,1332.0,5.0,3.0,,597.0,799598.0,6097.0,795000.0,,
Single Family Residential,San Francisco,94110,1595000,3.0,2.0,1613.0,3.0,3.0,5.0,989.0,1602101.0,11278.0,1595000.0,,1295000.0
Multi-Family (5+ Unit),San Francisco,94103,2300000,0.0,,6933.0,5.0,7.0,2.0,332.0,,16262.0,2300000.0,,885000.0
Condo/Co-op,San Francisco,94105,1995000,2.0,2.0,1270.0,5.0,3.0,,1571.0,1981574.0,15484.0,1995000.0,,
Condo/Co-op,San Francisco,94115,1399000,3.0,1.0,1471.0,5.0,8.0,7.0,951.0,1393523.0,10389.0,1399000.0,,
Single Family Residential,San Francisco,94123,8500000,5.0,6.0,6865.0,5.0,8.0,,1238.0,,60100.0,8500000.0,,
Single Family Residential,San Francisco,94123,2995000,4.0,4.0,3357.0,5.0,8.0,,892.0,3057206.0,21177.0,2995000.0,,
Condo/Co-op,San Francisco,94109,1349000,2.0,2.0,1492.0,6.0,6.0,,904.0,,11355.0,1349000.0,,
Single Family Residential,San Francisco,94131,4995000,4.0,4.5,3972.0,7.0,3.0,,1258.0,5009701.0,35318.0,4995000.0,,3295000.0
Single Family Residential,Los Gatos,95033,1999999,4.0,4.0,3231.0,8.0,8.0,10.0,619.0,1985211.0,14141.0,1999999.0,2060000.0,
Single Family Residential,Los Gatos,95030,4800000,4.0,3.5,3435.0,8.0,8.0,10.0,1397.0,4815149.0,33939.0,4800000.0,,3450000.0
Single Family Residential,Los Gatos,95033,2225000,5.0,4.0,3367.0,8.0,8.0,10.0,661.0,2231629.0,15732.0,2225000.0,,
